,Technology,Test_type,Data Speed(Mbps),Signal_strength
828216,3G,Download,1.73,-93
828217,3G,Download,4.7,-97
828218,3G,Download,1.58,-91
828219,3G,Download,1.5,-103
828220,3G,Download,1.15,-101
828221,3G,Upload,0.3,-101
828222,3G,Upload,1.1,-95
828223,3G,Upload,0.81,-95
828224,3G,Upload,0.26,-99
828225,3G,Upload,0.54,-101
828257,3G,Download,1.87,-81
828263,3G,Download,0.59,-99
828264,3G,Download,3.83,-91
828277,3G,Upload,1.58,-95
828278,3G,Upload,2.18,-91
828381,3G,Download,0.18,-57
828422,3G,Upload,1.42,-55
828441,3G,Download,0.03,-83
828443,3G,Upload,1.35,-83
828444,3G,Upload,0.24,-91
828482,3G,Download,0.66,-77
828483,3G,Upload,0.24,-75
828492,3G,Download,0.21,-81
828504,3G,Upload,1.22,-81
828571,3G,Download,1.52,-113
828572,3G,Download,1.89,-113
828575,3G,Upload,2.83,-113
828576,3G,Upload,0.43,-113
828631,3G,Download,3.71,-63
828639,3G,Download,2.62,-87
828640,3G,Download,2.69,-85
828644,3G,Download,1.26,-97
828647,3G,Download,1.13,-59
828650,3G,Download,1.34,-95
828661,3G,Download,1.33,-73
828669,3G,Download,3.03,-61
828673,3G,Download,1.48,-83
828676,3G,Download,0.87,-79
828677,3G,Download,1.09,-71
828705,3G,Download,0.79,-67
828708,3G,Download,2.23,-61
828711,3G,Upload,6.11,-67
828712,3G,Upload,1.94,-55
828744,3G,Upload,0.37,-63
828752,3G,Upload,0.76,-85
828753,3G,Upload,0.98,-87
828757,3G,Upload,0.5,-95
828760,3G,Upload,0.89,-55
828763,3G,Upload,0.78,-89
828774,3G,Upload,0.73,-73
828776,3G,Upload,2.76,-75
828782,3G,Upload,1.58,-63
828786,3G,Upload,0.62,-83
828789,3G,Upload,0.79,-81
828790,3G,Upload,0.5,-73
828800,3G,Upload,1.99,na
828810,3G,Upload,0.29,-63
828817,3G,Upload,1.86,-57
828818,3G,Upload,0.72,-67
828821,3G,Upload,0.8,-59
828857,3G,Download,0.24,-55
828858,3G,Download,0.21,-55
828859,3G,Download,0.18,-57
828860,3G,Download,0.83,-81
828861,3G,Download,2.57,-87
828862,3G,Download,0.0,-81
828863,3G,Download,0.65,na
828864,3G,Download,0.21,na
828865,3G,Upload,0.74,-55
828866,3G,Upload,2.04,-55
828867,3G,Upload,1.41,-57
828868,3G,Upload,3.85,-81
828869,3G,Upload,3.62,-85
828870,3G,Upload,1.06,-77
828871,3G,Upload,0.01,na
828872,3G,Upload,1.51,na
828962,3G,Download,1.11,-77
828971,3G,Download,5.17,-73
828972,3G,Upload,1.0,-79
829136,3G,Download,0.97,-89
829137,3G,Download,0.31,-89
829154,3G,Download,0.11,-95
829156,3G,Download,0.01,-101
829164,3G,Upload,1.2,-95
829166,3G,Upload,0.25,-101
829227,3G,Download,0.27,-73
829228,3G,Download,2.26,-77
829241,3G,Download,0.07,-73
829247,3G,Download,0.69,-69
829252,3G,Upload,0.92,-71
829253,3G,Upload,1.13,-77
829266,3G,Upload,0.9,-67
829272,3G,Upload,1.16,-69
829273,3G,Download,4.34,-81
829274,3G,Upload,0.55,-97
829295,3G,Download,0.27,-85
829296,3G,Download,0.48,-93
829297,3G,Download,0.13,-85
829298,3G,Download,0.14,-99
829299,3G,Download,2.15,-85
829300,3G,Download,0.28,-85
829301,3G,Download,0.12,-93
829302,3G,Download,0.78,-93
829303,3G,Download,1.07,-93
829304,3G,Download,0.75,-85
829305,3G,Download,0.44,-85
829306,3G,Download,0.66,-85
829307,3G,Download,0.65,-85
829308,3G,Download,0.44,-85
829309,3G,Download,0.56,-85
829310,3G,Download,2.15,-85
829311,3G,Download,2.97,-85
829312,3G,Download,2.2,-85
829313,3G,Download,0.3,-99
829314,3G,Download,0.16,-85
829315,3G,Download,0.13,-85
829316,3G,Download,0.28,-85
829317,3G,Download,0.25,-85
829318,3G,Download,2.19,-93
829319,3G,Download,1.26,-85
829320,3G,Download,1.26,-93
829321,3G,Download,0.88,-93
829322,3G,Download,0.62,-85
829323,3G,Download,0.19,-85
829324,3G,Upload,2.64,-85
829325,3G,Upload,1.71,-85
829326,3G,Upload,0.28,-93
829327,3G,Upload,0.75,-99
829328,3G,Upload,1.87,-85
829329,3G,Upload,0.13,-85
829330,3G,Upload,0.37,-93
829331,3G,Upload,0.97,-93
829332,3G,Upload,1.11,-93
829333,3G,Upload,0.98,-85
829334,3G,Upload,0.52,-85
829335,3G,Upload,0.52,-93
829336,3G,Upload,1.06,-93
829337,3G,Upload,1.25,-85
829338,3G,Upload,0.86,-93
829339,3G,Upload,2.35,-85
829340,3G,Upload,0.02,-85
829341,3G,Upload,3.04,-85
829342,3G,Upload,0.26,-99
829343,3G,Upload,0.74,-85
829344,3G,Upload,1.1,-85
829345,3G,Upload,0.59,-85
829346,3G,Upload,0.43,-85
829347,3G,Upload,2.09,-85
829348,3G,Upload,1.37,-93
829349,3G,Upload,1.6,-85
829350,3G,Upload,2.0,-93
829351,3G,Upload,1.56,-85
829352,3G,Upload,1.54,-85
829356,3G,Download,1.63,-83
829357,3G,Download,2.98,-89
829358,3G,Download,2.34,-91
829359,3G,Download,3.11,-89
829360,3G,Download,3.3,-93
829361,3G,Download,1.01,-83
829362,3G,Download,1.18,-83
829363,3G,Download,0.37,-95
829397,3G,Download,0.59,-85
829398,3G,Download,0.61,-87
829403,3G,Download,1.64,-95
829404,3G,Download,0.4,-105
829405,3G,Download,0.68,-87
829411,3G,Download,0.41,-79
829412,3G,Download,0.66,-85
829413,3G,Upload,1.54,-85
829414,3G,Upload,1.54,-85
829415,3G,Upload,1.46,-91
829416,3G,Upload,1.48,-91
829417,3G,Upload,1.95,-89
829418,3G,Upload,1.3,-81
829419,3G,Upload,1.24,-85
829420,3G,Upload,0.57,-95
829454,3G,Upload,1.32,-87
829455,3G,Upload,0.56,-85
829460,3G,Upload,1.11,-95
829461,3G,Upload,0.09,-103
829462,3G,Upload,0.1,-89
829468,3G,Upload,0.3,-79
829469,3G,Upload,0.52,-85
829564,3G,Download,2.65,-97
829572,3G,Upload,0.79,-93
829577,3G,Download,0.26,-85
829578,3G,Download,7.37,-85
829579,3G,Upload,1.34,-85
829580,3G,Upload,2.12,-91
829655,3G,Download,0.1,-101
829674,3G,Upload,0.28,-105
829758,3G,Download,4.08,-77
829761,3G,Download,12.22,-91
829766,3G,Download,8.47,-75
829770,3G,Upload,1.13,-71
829776,3G,Upload,1.08,-77
829779,3G,Upload,1.95,-79
829784,3G,Upload,1.56,-83
829813,3G,Download,5.82,-77
829814,3G,Upload,3.2,-79
829815,3G,Download,0.64,-85
829816,3G,Upload,0.27,-97
829872,3G,Download,0.1,-89
829873,3G,Download,0.0,-91
829874,3G,Download,0.5,-91
829875,3G,Download,1.62,-87
829876,3G,Upload,1.22,-89
829877,3G,Upload,0.58,-91
829878,3G,Upload,0.5,-91
829879,3G,Upload,1.3,-87
830010,3G,Upload,1.73,-69
830011,3G,Upload,0.0,-61
830012,3G,Upload,0.0,-75
830013,3G,Upload,0.58,-79
830014,3G,Upload,0.79,-59
830015,3G,Upload,2.04,-83
830016,3G,Upload,0.98,-63
830017,3G,Upload,0.84,-63
830018,3G,Upload,0.0,-69
830019,3G,Upload,1.58,-63
830020,3G,Upload,0.0,-59
830021,3G,Upload,1.08,-55
830022,3G,Upload,0.1,-55
830023,3G,Upload,1.31,-55
830024,3G,Upload,0.0,-59
830025,3G,Upload,1.86,-57
830026,3G,Upload,0.05,-71
830027,3G,Upload,0.96,-61
830028,3G,Upload,2.3,-73
830029,3G,Upload,1.21,-75
830030,3G,Upload,1.42,-77
830031,3G,Upload,0.38,-83
830032,3G,Upload,0.01,-75
830033,3G,Upload,0.1,-77
830034,3G,Upload,0.09,-83
830035,3G,Upload,0.23,-77
830036,3G,Upload,0.36,-81
830037,3G,Upload,0.83,-79
830038,3G,Upload,0.51,-79
830039,3G,Download,0.61,-65
830040,3G,Download,0.33,-69
830041,3G,Download,1.73,-57
830043,3G,Download,1.2,-63
830044,3G,Download,0.07,-69
830045,3G,Upload,1.97,-67
830046,3G,Upload,1.47,-65
830047,3G,Upload,1.98,-63
830049,3G,Upload,1.82,-67
830050,3G,Upload,1.59,-69
830067,3G,Download,7.42,-77
830068,3G,Download,2.97,-77
830073,3G,Download,3.31,-79
830074,3G,Download,3.19,-79
830075,3G,Download,2.49,-73
830078,3G,Download,1.97,-97
830082,3G,Download,0.32,-97
830083,3G,Download,0.45,-91
830084,3G,Download,0.43,-95
830085,3G,Download,0.48,-95
830086,3G,Download,0.34,-83
830087,3G,Download,0.7,-83
830088,3G,Download,0.53,-83
830089,3G,Download,0.33,-83
830090,3G,Download,0.24,-99
830091,3G,Download,0.36,-95
830092,3G,Download,0.36,-91
830093,3G,Download,0.87,-93
830094,3G,Download,0.44,-81
830095,3G,Download,0.55,-95
830096,3G,Download,1.52,-83
830097,3G,Download,1.25,-83
830104,3G,Download,2.87,-81
830105,3G,Download,2.16,-81
830106,3G,Download,3.06,-81
830109,3G,Download,8.69,-77
830118,3G,Download,1.37,-113
830119,3G,Download,0.11,-97
830127,3G,Download,1.69,-101
830128,3G,Download,1.76,-91
830129,3G,Download,3.48,-97
830130,3G,Download,6.24,-97
830132,3G,Download,0.86,-87
830133,3G,Download,4.22,-105
830134,3G,Download,1.47,-97
830135,3G,Download,5.2,-95
830142,3G,Download,5.62,-85
830151,3G,Upload,1.82,-77
830152,3G,Upload,0.01,-77
830157,3G,Upload,2.23,-79
830158,3G,Upload,2.23,-79
830159,3G,Upload,2.16,-73
830162,3G,Upload,1.43,-97
830166,3G,Upload,1.09,-97
830167,3G,Upload,0.93,-91
830168,3G,Upload,1.68,-95
830169,3G,Upload,0.66,-95
830170,3G,Upload,2.04,-83
830171,3G,Upload,0.66,-83
830172,3G,Upload,2.69,-83
830173,3G,Upload,1.85,-83
830174,3G,Upload,1.12,-99
830175,3G,Upload,1.34,-95
830176,3G,Upload,1.91,-91
830177,3G,Upload,2.29,-93
830178,3G,Upload,0.86,-81
830179,3G,Upload,1.16,-95
830180,3G,Upload,2.14,-83
830181,3G,Upload,2.07,-83
830188,3G,Upload,2.48,-81
830189,3G,Upload,2.29,-81
830190,3G,Upload,2.68,-81
830193,3G,Upload,1.94,-77
830202,3G,Upload,1.72,-113
830203,3G,Upload,6.04,-97
830211,3G,Upload,0.15,-101
830212,3G,Upload,0.0,-91
830213,3G,Upload,1.28,-97
830214,3G,Upload,1.81,-97
830216,3G,Upload,1.48,-87
830217,3G,Upload,2.37,-105
830218,3G,Upload,0.86,-97
830219,3G,Upload,0.35,-95
830226,3G,Upload,2.5,-85
830233,3G,Download,6.35,-101
830234,3G,Download,1.27,-99
830235,3G,Upload,1.48,-101
830236,3G,Upload,0.07,-101
830258,3G,Download,0.25,-113
830260,3G,Download,0.29,-113
830261,3G,Download,0.44,-113
830262,3G,Download,0.51,na
830263,3G,Download,0.26,-113
830266,3G,Upload,1.56,-113
830268,3G,Upload,1.87,-113
830269,3G,Upload,1.75,-113
830270,3G,Upload,1.27,na
830271,3G,Upload,0.73,-113
830281,3G,Download,1.42,-89
830299,3G,Download,1.87,-77
830302,3G,Upload,0.58,-81
830313,3G,Upload,0.48,-67
830316,3G,Download,0.34,-97
830317,3G,Download,0.46,-97
830318,3G,Upload,0.11,-97
830319,3G,Upload,0.94,-91
830574,3G,Download,0.94,-93
830575,3G,Upload,0.19,-93
830606,3G,Download,2.02,-65
830613,3G,Upload,1.27,-63
830624,3G,Download,1.47,-89
830625,3G,Upload,1.01,-91
830655,3G,Upload,0.06,-89
830719,3G,Download,2.24,-87
830720,3G,Upload,1.48,-87
830784,3G,Download,0.15,-109
830865,3G,Download,0.18,-73
830866,3G,Download,0.29,-73
830867,3G,Upload,2.12,-71
830868,3G,Upload,0.16,-73
830901,3G,Download,1.02,-105
830902,3G,Download,0.56,-103
830903,3G,Download,1.26,-97
830904,3G,Download,0.39,-93
830905,3G,Download,1.6,-71
830906,3G,Upload,0.06,-85
830907,3G,Upload,1.9,-65
830934,3G,Download,0.55,-91
830935,3G,Download,0.6,-91
830936,3G,Download,0.48,-91
830937,3G,Download,0.16,-95
830938,3G,Download,0.3,-95
830939,3G,Download,0.62,-97
830940,3G,Download,0.22,-99
830941,3G,Download,0.28,-103
830942,3G,Download,0.6,-91
830943,3G,Download,1.34,-85
830944,3G,Download,0.46,-97
830945,3G,Upload,1.25,-91
830946,3G,Upload,1.98,-91
830947,3G,Upload,0.01,-89
830948,3G,Upload,0.56,-95
830949,3G,Upload,1.29,-97
830950,3G,Upload,1.28,-95
830951,3G,Upload,0.54,-97
830952,3G,Upload,0.04,-103
830953,3G,Upload,2.02,-89
830954,3G,Upload,2.06,-85
830955,3G,Upload,1.02,-97
830958,3G,Download,8.35,-87
830960,3G,Upload,3.94,-87
831005,3G,Download,0.99,-91
831006,3G,Upload,1.05,-91
831044,3G,Download,1.16,-73
831045,3G,Upload,1.87,-73
831114,3G,Download,0.65,-57
831115,3G,Download,4.3,-89
831116,3G,Download,4.69,-87
831117,3G,Upload,1.49,-57
831118,3G,Upload,1.66,-97
831119,3G,Upload,1.75,-87
831245,3G,Upload,0.49,-97
831282,3G,Download,3.39,-87
831283,3G,Upload,1.9,-87
831325,3G,Download,0.77,-75
831495,3G,Download,2.14,-101
831496,3G,Download,1.23,-85
831569,3G,Upload,0.69,-85
831570,3G,Upload,0.78,-91
831630,3G,Download,0.82,-83
831645,3G,Download,3.87,-101
831646,3G,Download,3.96,-99
831650,3G,Upload,1.04,-85
831665,3G,Upload,0.27,-101
831666,3G,Upload,0.09,-99
831674,3G,Download,5.15,-77
831695,3G,Download,0.6,-81
831696,3G,Download,0.23,-95
831697,3G,Download,0.05,-99
831698,3G,Upload,0.82,-83
831699,3G,Upload,0.09,-95
831700,3G,Upload,0.31,-89
831713,3G,Upload,3.64,-97
831736,3G,Download,2.81,-97
831737,3G,Upload,0.06,-97
831839,3G,Download,0.89,-91
831848,3G,Download,11.07,-102
831851,3G,Download,7.56,-113
831854,3G,Download,14.1,na
831856,3G,Download,5.64,-97
831864,3G,Download,1.23,-67
831865,3G,Download,1.04,-91
831866,3G,Download,1.18,-83
831872,3G,Download,0.11,-87
831880,3G,Download,16.77,-113
831883,3G,Download,10.17,-106
831895,3G,Download,11.03,-96
831897,3G,Download,8.12,-104
831899,3G,Download,14.69,-107
831932,3G,Upload,2.1,-99
831937,3G,Upload,1.75,-104
831942,3G,Upload,4.62,-94
831950,3G,Upload,0.84,-67
831951,3G,Upload,1.06,-83
831952,3G,Upload,0.69,-81
831958,3G,Upload,0.36,-87
831969,3G,Upload,1.54,-106
831981,3G,Upload,3.34,-97
831983,3G,Upload,4.58,-104
831985,3G,Upload,1.62,-108
831997,3G,Upload,2.72,-98
832013,3G,Upload,1.18,-106
832027,3G,Download,5.13,-83
832028,3G,Upload,0.31,-83
832036,3G,Download,0.08,-89
832037,3G,Upload,0.34,-89
832040,3G,Download,3.2,-71
832041,3G,Download,2.28,-77
832043,3G,Upload,2.96,-69
832044,3G,Upload,1.53,-81
832082,3G,Download,0.58,-95
832087,3G,Upload,1.63,-97
832104,3G,Download,0.87,-113
832106,3G,Upload,1.35,-113
832131,3G,Download,0.44,-89
832144,3G,Upload,0.63,-89
832160,3G,Download,0.62,-89
832161,3G,Download,0.47,-105
832162,3G,Download,1.91,-75
832285,3G,Upload,0.11,-85
832287,3G,Download,1.58,-77
832288,3G,Download,2.73,-71
832289,3G,Download,0.43,-83
832303,3G,Download,0.26,-93
832304,3G,Upload,0.06,-73
832305,3G,Upload,0.19,-83
832306,3G,Upload,0.34,-87
832319,3G,Upload,0.33,-105
832320,3G,Upload,0.42,-95
832326,3G,Download,1.05,-75
832331,3G,Upload,1.24,-79
832362,3G,Download,0.41,-99
832365,3G,Upload,0.76,-99
832521,3G,Download,0.21,-69
832522,3G,Upload,0.32,-69
832653,3G,Download,0.29,-91
832654,3G,Upload,0.6,-97
832670,3G,Download,0.32,-97
832672,3G,Download,0.1,-101
832690,3G,Upload,0.29,-103
832692,3G,Upload,0.26,-99
832813,3G,Download,1.76,-91
832814,3G,Download,0.32,-83
832815,3G,Upload,1.07,-91
832816,3G,Upload,1.12,-91
832897,3G,Download,0.66,-71
832899,3G,Download,4.47,-69
832900,3G,Download,3.44,-69
832902,3G,Download,2.66,-87
832912,3G,Download,15.71,na
832920,3G,Download,0.46,-81
832923,3G,Download,2.15,-79
832924,3G,Download,0.29,-81
832955,3G,Upload,1.69,-71
832956,3G,Upload,1.87,-71
832958,3G,Upload,1.91,-77
832960,3G,Upload,0.0,na
832968,3G,Upload,0.74,-69
832976,3G,Upload,1.65,-77
832979,3G,Upload,0.49,-89
832980,3G,Upload,1.03,-77
833013,3G,Download,2.76,-93
833014,3G,Upload,2.52,-91
833021,3G,Download,0.0,-83
833068,3G,Download,1.7,-87
833075,3G,Upload,1.23,-89
833107,3G,Download,0.29,-105
833111,3G,Upload,0.53,-105
833165,3G,Download,11.63,na
833166,3G,Download,9.05,na
833167,3G,Download,2.52,-89
833168,3G,Download,1.66,-91
833170,3G,Download,0.64,na
833171,3G,Download,1.0,-59
833172,3G,Download,11.65,na
833173,3G,Upload,3.92,na
833174,3G,Upload,4.32,na
833175,3G,Upload,0.12,-99
833176,3G,Upload,0.59,-93
833178,3G,Upload,0.08,-55
833179,3G,Upload,0.02,na
833180,3G,Upload,1.33,na
833244,3G,Download,1.59,na
833248,3G,Download,0.31,-75
833250,3G,Download,1.35,-73
833253,3G,Download,3.83,-87
833260,3G,Download,1.35,-73
833261,3G,Download,1.58,-75
833268,3G,Upload,0.39,na
833272,3G,Upload,0.83,-79
833274,3G,Upload,1.13,-73
833277,3G,Upload,1.33,-87
833284,3G,Upload,2.75,-73
833285,3G,Upload,1.62,-73
833322,3G,Download,0.66,-71
833323,3G,Upload,2.07,-67
833403,3G,Download,0.47,-83
833404,3G,Download,1.03,-77
833405,3G,Upload,0.09,-87
833406,3G,Upload,0.45,-77
833895,3G,Download,0.52,-87
833896,3G,Download,0.42,-83
833902,3G,Upload,0.07,-89
833903,3G,Upload,0.83,-93
834050,3G,Download,0.93,-85
834053,3G,Upload,1.61,-85
834075,3G,Download,0.0,-67
834076,3G,Download,0.66,-103
834077,3G,Upload,0.05,-79
834099,3G,Download,2.32,-97
834100,3G,Download,0.39,-91
834101,3G,Download,1.59,-97
834102,3G,Download,0.3,-85
834103,3G,Download,0.58,-97
834104,3G,Download,1.28,-97
834105,3G,Download,3.34,-97
834106,3G,Download,2.95,-91
834107,3G,Download,4.31,-91
834108,3G,Download,1.0,-91
834109,3G,Download,4.4,-85
834110,3G,Download,0.93,-97
834111,3G,Download,1.14,-85
834112,3G,Download,1.97,-85
834113,3G,Download,1.46,-91
834114,3G,Download,4.97,-85
834115,3G,Download,9.9,-73
834116,3G,Download,5.04,-91
834117,3G,Download,0.71,-85
834118,3G,Download,5.95,-71
834119,3G,Download,0.9,-97
834120,3G,Download,2.7,-85
834121,3G,Download,5.97,-73
834122,3G,Download,3.56,-75
834123,3G,Download,3.84,-85
834124,3G,Download,1.64,-91
834125,3G,Download,2.92,-85
834126,3G,Download,2.19,-97
834127,3G,Download,2.06,-97
834128,3G,Download,1.2,-85
834129,3G,Download,1.44,-85
834130,3G,Download,1.37,-85
834131,3G,Download,2.71,-85
834132,3G,Upload,0.27,-97
834133,3G,Upload,0.07,-97
834134,3G,Upload,0.81,-91
834135,3G,Upload,0.02,-97
834136,3G,Upload,0.49,-97
834137,3G,Upload,0.62,-85
834138,3G,Upload,1.34,-97
834139,3G,Upload,1.72,-91
834140,3G,Upload,0.34,-91
834141,3G,Upload,0.46,-97
834142,3G,Upload,0.54,-85
834143,3G,Upload,0.96,-97
834144,3G,Upload,1.7,-97
834145,3G,Upload,0.03,-97
834146,3G,Upload,0.07,-85
834147,3G,Upload,0.92,-85
834148,3G,Upload,2.1,-55
834149,3G,Upload,0.4,-91
834150,3G,Upload,0.79,-91
834151,3G,Upload,3.36,-57
834152,3G,Upload,0.0,-97
834153,3G,Upload,1.78,-85
834154,3G,Upload,1.84,-61
834155,3G,Upload,1.86,-67
834156,3G,Upload,3.06,-85
834157,3G,Upload,0.96,-97
834158,3G,Upload,0.64,-85
834159,3G,Upload,0.22,-91
834160,3G,Upload,0.24,-91
834161,3G,Upload,0.09,-85
834162,3G,Upload,0.2,-85
834163,3G,Upload,0.38,-85
834164,3G,Upload,0.35,-85
834179,3G,Download,0.78,-89
834182,3G,Upload,0.02,-89
834192,3G,Upload,13.68,-59
834893,3G,Download,0.86,-75
834930,3G,Upload,0.08,-73
834942,3G,Download,1.09,-83
834943,3G,Download,5.35,-81
834945,3G,Download,0.54,-89
834946,3G,Download,0.89,-87
834947,3G,Download,6.69,-83
834948,3G,Download,0.27,-87
834949,3G,Download,0.85,-83
834952,3G,Download,0.05,-89
834955,3G,Upload,2.55,-83
834956,3G,Upload,2.01,-83
834958,3G,Upload,2.67,-87
834959,3G,Upload,1.04,-83
834960,3G,Upload,1.04,-81
834961,3G,Upload,0.76,-89
834962,3G,Upload,0.98,-89
834965,3G,Upload,0.59,-91
834978,3G,Download,1.04,-69
834979,3G,Upload,2.44,-69
835000,3G,Download,11.99,-87
835001,3G,Download,0.01,-101
835009,3G,Download,2.62,-101
835012,3G,Download,0.56,-97
835059,3G,Upload,3.83,-85
835060,3G,Upload,2.92,-87
835062,3G,Upload,2.98,-85
835063,3G,Upload,3.14,-89
835064,3G,Upload,1.37,-81
835068,3G,Upload,0.0,-101
835071,3G,Upload,0.1,-101
835102,3G,Upload,0.39,-103
835114,3G,Download,7.8,-69
835115,3G,Download,1.3,-77
835116,3G,Download,0.34,-85
835117,3G,Download,0.1,-85
835118,3G,Upload,2.72,-59
835119,3G,Upload,0.67,-63
835120,3G,Upload,0.43,-97
835121,3G,Upload,0.47,-85
835122,3G,Upload,0.32,-85
835133,3G,Download,1.54,-89
835134,3G,Upload,1.02,-89
835159,3G,Download,0.1,-85
835160,3G,Upload,1.56,-87
835340,3G,Download,1.14,-65
835341,3G,Download,0.14,-67
835342,3G,Upload,0.86,-65
835343,3G,Upload,1.17,-65
835344,3G,Upload,1.96,-87
835345,3G,Upload,4.12,-67
835354,3G,Download,1.24,-89
835355,3G,Download,1.02,-83
835356,3G,Download,0.5,-89
835357,3G,Download,0.59,-85
835358,3G,Download,1.19,-85
835359,3G,Download,0.44,-71
835360,3G,Download,0.94,-65
835361,3G,Download,0.35,-93
835366,3G,Upload,0.0,-99
835371,3G,Download,0.05,-77
835372,3G,Upload,0.62,-85
835397,3G,Download,3.21,-93
835424,3G,Upload,1.25,-91
835467,3G,Download,0.68,-107
835473,3G,Download,1.34,-101
835487,3G,Download,1.34,-85
835558,3G,Download,0.97,-99
835559,3G,Download,6.25,-99
835561,3G,Upload,0.54,-99
835562,3G,Upload,1.54,-99
835615,3G,Upload,0.99,-87
835616,3G,Upload,0.84,-85
835617,3G,Upload,0.55,-91
835626,3G,Download,0.28,-89
835631,3G,Upload,6.5,-89
835689,3G,Download,0.29,-105
835709,3G,Upload,0.62,-104
835711,3G,Download,1.64,-95
835713,3G,Upload,1.08,-101
835819,3G,Download,7.17,-63
835820,3G,Download,0.85,-77
835822,3G,Download,0.01,na
835827,3G,Upload,1.15,-63
835828,3G,Upload,1.18,-75
835830,3G,Upload,1.02,na
835853,3G,Download,0.22,-95
835873,3G,Download,4.01,-91
835878,3G,Upload,1.09,-91
835894,3G,Upload,0.01,-69
835898,3G,Upload,0.17,-91
835901,3G,Download,0.0,-99
835902,3G,Upload,0.6,-95
835914,3G,Upload,0.0,-105
836076,3G,Download,5.8,-101
836079,3G,Upload,1.45,-99
836250,3G,Download,0.43,-89
836253,3G,Upload,0.0,-89
836292,3G,Download,0.72,-73
836294,3G,Upload,0.95,-73
836303,3G,Download,0.04,-91
836313,3G,Upload,1.25,-91
836366,3G,Download,3.73,-81
836367,3G,Download,3.13,-73
836368,3G,Download,3.6,-79
836369,3G,Download,3.3,-79
836370,3G,Upload,1.73,-73
836371,3G,Upload,1.74,-75
836372,3G,Upload,0.45,-79
836373,3G,Upload,0.93,-83
836399,3G,Download,1.86,-93
836402,3G,Upload,1.35,na
836403,3G,Upload,0.54,-93
836404,3G,Download,0.54,-99
836405,3G,Download,1.67,-89
836406,3G,Upload,0.0,-99
836407,3G,Upload,0.38,-107
836578,3G,Download,3.33,-95
836579,3G,Download,3.35,-95
836580,3G,Download,3.95,-69
836581,3G,Download,6.28,-85
836583,3G,Upload,1.26,-93
836584,3G,Upload,0.66,-93
836585,3G,Upload,2.08,-69
836586,3G,Upload,2.08,-85
836620,3G,Download,3.96,-85
836642,3G,Upload,0.69,-85
836664,3G,Download,1.08,-99
836665,3G,Download,0.5,-99
836666,3G,Download,0.56,-99
836667,3G,Download,0.32,-105
836668,3G,Upload,0.03,-99
836669,3G,Upload,0.41,-105
836670,3G,Upload,0.52,-99
836671,3G,Upload,0.3,-99
836672,3G,Upload,0.01,-105
836681,3G,Download,1.08,-77
836684,3G,Download,1.89,-71
836691,3G,Upload,0.86,-77
836694,3G,Upload,3.09,-73
836706,3G,Download,7.31,-65
836707,3G,Download,1.95,-71
836708,3G,Download,0.99,-69
836709,3G,Download,0.02,-65
836710,3G,Download,0.68,-81
836711,3G,Download,0.25,-69
836712,3G,Download,0.9,-63
836713,3G,Download,1.03,-83
836714,3G,Download,0.0,-81
836715,3G,Download,0.96,-91
836716,3G,Download,1.14,-85
836717,3G,Upload,3.88,-65
836718,3G,Upload,1.63,-71
836719,3G,Upload,2.23,-69
836720,3G,Upload,0.05,-71
836721,3G,Upload,0.21,-81
836722,3G,Upload,0.5,-69
836723,3G,Upload,2.53,-63
836724,3G,Upload,0.84,-75
836725,3G,Upload,0.51,-79
836726,3G,Upload,1.25,-89
836727,3G,Upload,0.98,-85
836772,3G,Download,1.06,-55
836775,3G,Download,0.3,-63
836776,3G,Download,0.31,-69
836777,3G,Download,0.72,-61
836778,3G,Download,0.9,-59
836779,3G,Download,0.45,-79
836780,3G,Download,0.33,-83
836781,3G,Download,0.5,-69
836788,3G,Download,0.47,-55
836789,3G,Download,0.53,-55
836790,3G,Download,0.39,-57
836791,3G,Download,0.51,-57
836792,3G,Download,4.69,-71
836793,3G,Download,3.66,-73
836823,3G,Upload,1.35,-67
836826,3G,Upload,2.17,-61
836827,3G,Upload,1.47,-63
836828,3G,Upload,1.16,-61
836829,3G,Upload,0.14,-59
836830,3G,Upload,0.65,-81
836831,3G,Upload,0.71,-83
836832,3G,Upload,0.93,-85
836839,3G,Upload,3.28,-55
836840,3G,Upload,3.27,na
836841,3G,Upload,3.26,-57
836842,3G,Upload,2.78,-57
836843,3G,Upload,2.64,-71
836844,3G,Upload,2.8,-73
836959,3G,Download,0.63,-79
836960,3G,Download,0.68,-79
836961,3G,Download,0.65,-77
836962,3G,Download,0.36,-79
836963,3G,Download,0.29,-77
836964,3G,Download,1.04,-77
